subject,related_queries,value,geo,keyword,category,keyword1,hits_t
10,top,vacunas contra coronavirus,CO,Vacunas,0,Vacuna,3452.5
8,top,vacunas covid 19,CO,Vacunas,0,Vacuna,3452.5
7,top,vacunas sura,CO,Vacunas,0,Vacuna,3452.5
6,top,vacunas para el coronavirus,CO,Vacunas,0,Vacuna,3452.5
5,top,vacunas contra el coronavirus,CO,Vacunas,0,Vacuna,3452.5
5,top,vacunas para gatos,CO,Vacunas,0,Vacuna,3452.5
5,top,vacunas de los 5 a̱os,CO,Vacunas,0,Vacuna,3452.5
5,top,vacunas comfama,CO,Vacunas,0,Vacuna,3452.5
5,top,vacunas compensar,CO,Vacunas,0,Vacuna,3452.5
5,top,secretaria de salud,CO,Vacunas,0,Vacuna,3452.5
4,top,vacunas para bebes,CO,Vacunas,0,Vacuna,3452.5
4,top,que es una vacuna,CO,Vacunas,0,Vacuna,3452.5
4,top,vacunas acelulares,CO,Vacunas,0,Vacuna,3452.5
4,top,vacunas del a̱o,CO,Vacunas,0,Vacuna,3452.5
Breakout,rising,vacunas coronavirus,CO,Vacunas,0,Vacuna,3452.5
Breakout,rising,vacunas contra coronavirus,CO,Vacunas,0,Vacuna,3452.5
Breakout,rising,vacunas covid 19,CO,Vacunas,0,Vacuna,3452.5
Breakout,rising,vacunas para el coronavirus,CO,Vacunas,0,Vacuna,3452.5
Breakout,rising,vacunas contra el coronavirus,CO,Vacunas,0,Vacuna,3452.5
Breakout,rising,vacunas a domicilio bogota,CO,Vacunas,0,Vacuna,3452.5
+120%,rising,que es una vacuna,CO,Vacunas,0,Vacuna,3452.5
+90%,rising,vacunas de los 5 a̱os,CO,Vacunas,0,Vacuna,3452.5
+60%,rising,vacunas del a̱o,CO,Vacunas,0,Vacuna,3452.5
+60%,rising,cuantas vacunas necesita un perro,CO,Vacunas,0,Vacuna,3452.5
+50%,rising,vacunas bebes,CO,Vacunas,0,Vacuna,3452.5
+40%,rising,vacunas sura,CO,Vacunas,0,Vacuna,3452.5
